Duygu,Yorum
0,isterseniz baska arkadaslarin numarasini verebilirim yolda telefon cekmiyo
1,merhaba bize ulasan talebinizle ilgili kisa surede sizinle iletisime gececegiz
0,ananizi avradinizi sikim sizin
0,senin gene kardesim ben tasindigimdan beri internet kullanamiyorum baglanti kopuyor modem dediler modem aldim kablo kablo aldik ankastre kutusu bozuk dediler yaptirdik bahaneleri kalmadi lira fatura oduyorum gun arizadan dolayi girilmemis lira fatura geldi hele subat ayinin sinden beri internete baglanamiyoruz persembe geldi suan gene yok internet hala musteriye suc atiliyor aydir beceremediler iptal ettirecem gerek ceza thattut cezasi vermeyecegimi soyleyen musteri temsilcisi ses kaydi mevcut tur bakabilir konusmalara sinir hastasi oldum bunlarin yuzune birde fiber diyorlar istanbul mhps hizinizi alamiyordum ben alt yapi olmasina ragmen yaziklar olsun hizmet sunmadan para isteyen noktali yeri kendiniz doldurun agizim bozulmasin gina geldi sizden ttnet mis yaziklar olsun yalancilik numara dolandiricilik dolu sirketiniz
1,merhaba iletisim bilgilerinizi sayfanin ust kisminda bulunan mesaj bolumunden iletmeniz durumunda konu hakkinda inceleme yaparak size geri donus yapmak isteriz tesekkurler
1,merhaba tarafiniza detayli bilgi verebilmemiz icin numaranizi mesaj bolumu uzerinden iletmenizi rica ederiz
1,corum osmancik cekmii yoo evde hattim varr avea menmunum bide ceksee
1,fiber hizda oyun oynamak icin bizi ziyaret etmeyi unutmayin
1,simdiden hayirli olsun ama guzel kampan yalar dilegi
0,yalaninizi miksinler degisen hic birsey yok videoyu izlerken bile takiliyor sehrin merkezinde olmama ragmen
1,merhaba cep telefonu numaranizi mesaj iletmeniz durumunda konu hakkinda gerekli incelemeler yapilarak kisa sure icerisinde tarafiniza bilgi verilecektir
1,merhaba hangi hizmetimiz icin telefon internet cep telefonu bilgi almak istediginizi belirtebilir misiniz
0,ayni dert bendede var aramaktan utandim ben oyle yalancilarki hem eve ucretsiz ekip gondercez dediler onu bile yapnadilar senin yasadigin problemin aynisi vardi sorun tesisat deyip cikiyolar tesisat yok bende diyorum kablo direkt modeme giriyo diyom mikroplar inanmiyolar sonunda iptal ettirttim gectim turkcelin sebeke interneti telekomunkinden kat hizli
1,merhaba cep telefonu numaranizi mesaj iletmeniz durumunda konu hakkinda gerekli incelemeler yapilarak kisa sure icerisinde tarafiniza bilgi verilecektir
0,telekom mudurlugunun icinde full ceken vodafone karsi yarim ceken buna ragmen hala iddia ediyosunuz iyiyiz diye ciddi soygun var ortada kotasiz internete limit asimi koymak nedir veri aktarimindan sonra zaten mbit kadar olan aslinda mbit anca goruyorum hizda internet hizini yariya dusurmek anca olacak ust duzey hipernet paketinizde bile asim kotasi var guya limitsiz yazik simdi anladin anil
0,daha dsl hizmetini tam sapliyamiyorsunuz birde cikip dagdaki cobani fiberliyoruz diyorsunuz izmitte sehir merkezinde bile fiberiniz yok adsl desen sozde mbps ama benim yakalayabikdigim maksimum mbps reklamda atmak firlatmak sikmak kolay erzurumda dagdaki cobana fiber var reklamda ama gercekte sehirde fiber degil dsl bile yok
1,merhaba tarafiniza detayli bilgi verebilmemiz icin numaranizi mesaj bolumu uzerinden iletmenizi rica ederiz
1,merhaba talebiniz bize ulasmistir kisa surede sizinle iletisime gececegiz
0,ayni bokun laciverti kardesim
0,fiberi falan bosverin hocam internet koptumu gun gelmiyor magdur oldugumuzami yanalim bosapara verdigimizemi biraz yagmur firtina oldumu internet hemen kopuyor siz once buna cozum uretin
0,ahahh fiberinden bahsediyosunuz acaba fibermis telfonumda avea evdeki internetimde ttnet ikiside birbirinden kotu cekim gucu yukleme hizina cozum bulun lutfen tvlerde surekli insanlari kandirmaya tesvik ediosunuz apacik ortada hiziniz
0,biz avea magdurlari suan turk telekom tamamen kafayi yedik avea yavasti telekom oldu hic baglanamiyoruz internete yillik avealiyim hattimi tasimamak icin tek sebebim ilk tek hattim tas atsam vericinin lambasini kirarim ama tel cekmiyor internete saatte giriyor
0,dolandiricilik kagetcilik serefsizlik kavatliktan baska ise yaramiyor a tarafindan dolandirildim
0,cebe kadar gelmesine gerek yok once eve kadar gelsin gune gelecekler dendi hafta olmak uzere
0,samsun canik ilcesi uludag mahallesinde fiber internet yok nasil acaba
0,abizigim ton para dokmussunuz guzel reklam cekin bari berbat reklam basit kacmis paraniza yazzik kirve ben sizi dusundugumden diyorum
0,bende internet basvurusundan bulundum ama neymis binada port yokmus hayatim boyunca turk telekom gibi sacma sirket gormedim
0,fiber diyor sunuz bizim zeytinburnu fiber yok kardes fiber miber atara gider yapmayin d
0,reklama harciyacaginiz parayi internetin alt yapi calismalarinda harcasaydiniz tum turkiye fiberli olurdu sizinde reklama ihtiyaciniz kalmazdi
0,birakin reklam kokan ayaklari internet baglatalim dedik neymis hat yokmus yeni koydugum panoda hat nazil olmuyor
0,bu adami takip eden kesinlikle kazaniyor kacirmayin gelin sizlerde kazanin hergun bahadir aslankurt bahadir aslankurt fotografi bahadir aslankurt fanatik sikeli mac uzmani
0,kesinlikle takip edin hergun bloggg maclarini ucretsiz veriyor
0,benim yok
1,merhaba bize ilettiginiz talebinizle ilgili kisa surede sizinle iletisime gececegiz
0,antalya merkezinde giremiyorum nasil olcak fiber telefonla bile zor konusuyoruz
1,merhaba talebiniz bize ulasmistir kisa surede sizinle iletisime gececegiz
0,fiber oldugu icinmi kadar sikintili turk telekom oldugundan beri internet berbat biraz daha boyle giderse hattimi tasiycam
0,ah bide posof sutoluk koyunde tlf cekse
0,reklam guzel sebeke yok
0,operator sirketide ben acacagim reklam yaparim hizmet yapmasamda olur turk telekomun yaptigi gibi
0,avea iken cekmiyoduda telekom olunca cekecek diyosunuz yani zaman
0,merhaba fiber cebimizden once evimize gelirse daha anlamli olur
0,siz fiberliyo diyosunuz kos koca suleyman demirel universitesinin yerinde telefon cekmiyor ceksede internet baglantisi yavas oluyor fiberliyoruz diyorsunuz ttnet baglattik eve her gun internet kesintisi oluyor siz neptunde fiberliyosunuz nerde fiberliyosunuz
1,ne fiberi telefon cekmiyo sehir merkezinde internet zaten hak getire reklam bari yapmayin masraf olmasin onunla verici alirsiniz
0,bende mobile hat turktelekom avea kullaniyorum iyi hos guzelde senedir ayni evde oturuyorum oturdugum muhite fiber cekildi alt yapi icin kazma vuruldu isinize gelince yeni yapilan sitelere abone sayisi olacak die gidip fiber kutusunu koyuyorsunuz diger kullanicilar insan degilmi aylik benden internet ucreti aliyorsun bana hizmet veriyorsun dowload yapmak nedir boyle hizmet olmaz lik lafa gelince mangalda kul birakmiyonuz
1,bana ait hattimi vodafon avea turk telekom tasidim sanliurfa harran ovasinda konusamiyorum nasil guc tanidigim yigin kisi sikayetci sorun zaman giderilecek
0,edirne sehir merkezine uzaklikta hat cekmiyor kestanelik
1,birakin bos beles laflari aha gonderiyorum numarami bakalim yapacaksiniz
0,abi keske uygulama vedofonda olsa
1,bu kadar reklam yapacaginiza gercekten cekim gucunu artirin tekvergi odemek icin ucu birlesti olan biz musterilere oldu sadece unlu lere para odeyeceginize hizmet yukseltinin hic dogru durust cekmiyor izmirin merkezindeyiz her yerde cekmiyor yavas
0,fibermis yillardan beri burda idare ediyorduk simdi onuda kestiniz fiber mis sadece metrepollerde gecerli doguda interneti kismissiniz bizim burda sebeke bile yok kac kere musteri hizmetlerini aradik bos imza topladik bos gelin burda sebekeyi kurun abone turk telekom gecis yapar
0,hicbir ise yaramiyor
0,turktelekom guvenilecek kurum degil fazladan paramizi aldi
0,fiber daha bilgisyarimda kbs zor goruyom telefona fiber getireceksin yuruyun kimi yiyiorsunuz be
0,turk telekom avea ttneti birlestirdiniz ortaya oldugu belirsiz fiber gucunu cikardiniz interneti gectim sebeke cekmiyor nasil hizmet anlayisi anlamadim gitti boyle goz boyamaylan yere varamazsiniz
0,batmanda metre bakir kablo cekemeyen adamlar fiber fiber diye hava atiyor enteresan kurum
0,internetin icine ettiniz afedersin
1,sizinleyim
0,telefon hizmeti tabiki siz yil geriden geldiginiz icin halen hangi hizmet diyorsunuz biraz edep
0,ben suan turkcel bas kasi cekmiyor bazistasyonu istiyoruz turk tele komdan uygun yer ver buy yerin etrefinde koy vardir gelip inceleme yapilmasini arzederim
0,hatlar cekmez internet modellerden hallice fiber daha alo derken sesimiz karsiya gitmiyor
0,has tir diyorum ben konyada mevlana yani islek caddesinden turistlerin kolgezdigi allaaddin camisi civarinda yani kenar mahalle diger yerleri saymiyorum cekmiyor yada kablumbaga hizindasiniz bunu yillardir soyledik ama hernehikmetse konya size yaptiysa kuyruk aciniz var bilmiyorumda cekmiyor konyada ave yani hatlari sirket telefonu olarak kullaniliyor yada karne hediyesi olarak cocuklara aliniyor ucuz diye
1,merhaba bildiriminiz ilgili sizinle gorusmek detayli inceleme yapabilmek icin iletisim bilgilerinizi mesaj bolumunden iletmenizi rica ederiz tesekkurler
0,sacma reklam
0,daha once ordu yasiyordum cep telefonum cekmiyordu esim cocuklarim hala orada hala telefonlari cekmiyor ben aydan beri diyarbakir dayim kez musteri hizmetlerini aradim ilgileniyoruz dediler hala numara yok isiniz gucunuz yalan dolan siz once bize saglayin vazgectim
0,sefa yilmaz adami takip eden kesinlikle kazaniyor kacirmayin gelin sizlerde kazanin hergun
1,fiber
0,turk telekom fiberlemeden once avea internette sorun yasamiyordum simdi video izleniyor foto aciliyor cekim gucu yana artik sadece acil aramalar yazan telefonumuz oldu
0,musteri temsilcisi bana telefonda diyor sizin oradaki elektrikciler paraya doymussa biz sey yapamayiz diyor sonra musteri memnuniyeti fiber anlatiliyor biz yasadiklarimizla aldik tum reklamlarin karsiligigini
0,yaklasik kadar once hatay reyhanli daki evimize internet icin basvurduk modemimizi verdiler kurulumunu yaptik ama hala veri alamadik bos kutu olmadigini soylediler yapacak biseyimiz yok dediler lutfen ilgilenir misiniz
1,merhaba konu hakkinda sizinle iletisime gecebilmemiz icin cep telefonu numaranizi facebook mesaj iletmenizi rica ederiz
0,bana ulasmak zormu yani kampanyalarimiz sunlar bunlar demek zormu
0,corumun merkezinde bile dis cekiyor yani nerde fiber
1,super
0,amg fiber gucunuzun koydeyim cekmiyor fiberiniz internete zor giriyorum anca bos reklam
0,daha telefonda doru duzgun yazisini gormedim geliyo gelecegine akn kasdirin hepinizi cennete sokacak dua alirsiniz benden solemesi
0,reklam yapip kadar hakaret sikayet alinan baska firma varmi acaba sorumlu personel telefon numarasi almaktan helak oldu reklami yayinlayanlara gece gunduz kufur ediyordur
0,memleketin her yerinde fiber gucu diyorsunuz sirnak fiber diye bisey varmi
1,iletisim bilgilerinizi sayfanin ust kisminda bulunan mesaj bolumunden iletmeniz durumunda konu hakkinda inceleme yaparak size geri donus yapmak isteriz tesekkurler
0,su fiber gucu once normmal verebilinde cepler olur zaten bursada bile karada fiber olmayan yerleriniz var
1,merhaba bize ulasan talebinizle ilgili kisa surede sizinle iletisime gececegiz
1,talebiniz bize ulasmistir kisa surede sizinle iletisime gececegiz
1,merhaba konu hakkinda sizinle iletisime gecebilmemiz icin cep telefonu numaranizi facebook mesaj iletmenizi rica ederiz
0,merhaba cep telefonu numaranizi mesaj iletmeniz durumunda konu hakkinda gerekli incelemeler yapilarak kisa sure icerisinde tarafiniza bilgi verilecektir
0,turk telekoma gecis yaptim keske gecmeseydim cekim gucu zayif yerde cekmiyor kullanmadigimiz internette bostan yere para veriyoz
1,gelsin artik hem telekom hem avea ikisi birlesti internet kalitesi dusuk
0,su sahte reklama vereceginiz parayi altyapiya yatirinda akittigimiz paranin kucuk olsa karsiligini gorelim artik
0,ne fiberi gundur internet hattimi acamadilar defa ariza kaydi birakmama ragmen kullanmadigimiz sureyi nasil telafi edecekler merak ediyorum gercekten paraya geldimmi cat diye kesiyorlar faturayi musteri memmunuyeti sifir bence suanda ilgilenen filan yok
0,avea iyi cekmiyor diyorduk fiber gucu daha kotusu
1,coksey istemiyorum buludugum sariyer uskumru koyde tlf num ceksin yeter
0,fiberliyonuz firenliyonuz anlamadim ben adana saricam yesiltepe mahallesinde full cekerken simdi iyi cekmez oldu bazen sinyal tamamen gidiyor boyle devam ederse hatlarimi degistirmek zorunda kalacagim internet bile bazen hizli oluyor bazen nefret ettiriyor bilmem anlatabiliyor muyum cozum lutfen
1,istanbulun her yerinde cekiyor guzel olmus eline saglik turkiye
0,istanbul birak fiberi eve gelen baglantiyi megabit aliyorum onda akkyi gecince dusuyor cep telefonu bile speed testte megabit baglanti aliyor turkcell siz sabit hatta veremiyorsunuz hatta her oduyorum yetmiyor daha once borcunu odeyip kapattirdigimiz hatlara yillar sonra haciz geliyor icinde tane davaya toplam lira para odedim aciklama isteyince mafyvari hukuk burolariniz odenmemis faturaniz varmis hattinizi kapattiginizda diyor kurus ugruna adimizi hat numaralarimizi kolpa hukuk burolarina satiyorsunuz fiber diye cektiginiz reklamlar gercegi yansitmiyor diye yayindan kaldiriliyor siz hala yalan dolan pesindesiniz reklama harcadiginiz parayi altyapiya harcayin proje yoneticilerinize biraz meslek ahlakindan bahsedin kaliteli networklere sahip oldugumuzda sizin reklaminizi esimize dostumuza biz yapariz zaten tum altyapiyi tekeliniz altina alip insanlara istediginiz fiyati dayatmak etik degil
0,ayinda internet aboneligi alip ayina kadar kullana bilim daha hayla yok internet denen sey yok oldugundan sozlesme oldugu icin her fatura gonderiyo sunuz arizanin dugunu bilmiyosunuz masa basinda atip tutuyosunuz ariza bilgisini ben arayip soyluyorum gelip ilgileniyorsunuz birde ustune usluk tvbu oneriyosunuz intermetin olmadigini bile bile internet yok tvbu nasil kullaniyim iciyosunuz anlamiyorum
0,bu reklaminizi izleyince gulme krizine giriyorum birakin isleri yazik gunah gundur evimde internet yok telekomdan basvurmadigim yetkili kalmadi ara emeklisi gelmis gecmis adam geldi sebekede sinyal zayif dediler dahada gorulmediler sizin hiziniz hizmetiniz yazik ben hala bekliyorum internetim gelecek diye
0,ne fiberi otobuslerde wifi var ama kimse giremiyor diye koydunuz onu gectim reklam oyle fiber diye herkes ellerini saga sola titretir bacaklar rep yapar ayip kadar gecmise saygimiz olduk simdi uzaydan geldik kadar yalak reklam olmamisti rezillik
0,faturalari fiberliyonuz sadece
0,kardesim ben istanbul kasimpasada ana santral metre mesafede oturuyorum binada fiber yok beklersin
0,internet yavas baglanti kopuk dakka bekliyorum resim icin taa nisan ayina atiliyo kullanamadigimami yaniyim odeyecegim parayami
0,bin nufustan bahsediyosun bin kusurluk gungorende fiber altyapi yok
0,olum sizde ota boka yer ariyorsunuz tamam sikintilar varda geneline kalsa turk telekom batti onlarin gozunde
0,yok ole bisey yalan merkez koylerde internet cekmebil cekmiyor
0,yal aaaaaaaaaaaaaaaan
1,merhaba bildiriminiz ilgili sizinle gorusmek detayli inceleme yapabilmek icin iletisim bilgilerinizi mesaj bolumunden iletmenizi rica ederiz tesekkurler
0,gecmiyorlar gonderdim telefon numarami muhsin akan
0,adam akilli niz bile cekmezken baya salliyosunuz
0,daha dogru duzgun cekmeyen operator simdi fiberlemekten bahsediyor gulunc olmayin siz mecburen ucuz olani tercih edenlerin operatoru olmaya mecbursunuz fiberlemekten bahsetmek icin henuz yiliz var
0,hayat boyle yarida kaliyor
0,ben antalya dayim cekmiyor lutfen hizi artirin yoksa hattimi degistiririm internet yavas
0,la gidin fiberliyorlarmis ankara gobeginde cekmiyor
0,ne fiber alt yapisi once normal alt yapiyi yapin apartmana telefon hatti cekemiyruz kac yildir iste hizmet reklmamlara dunya para harcacaginiza milletin sorunlari icin harcayin parayi daha subelerine odenek vermiyosunuz rezilsinizzz rezil
0,harayin gobeginde yasiyoruz daireli apartmana telefon hatti cekemediniz gelecez dediniz kac aydir bekliyoruz gelmediniz hizmet kotu malesef ustelik yan apartmanda internet var lutfen bizimle iletisime gecin artik
1,merhaba bize ilettiginiz talebinizle ilgili kisa surede sizinle iletisime gececegiz
0,vecekmiyo avea hattiniz
0,siz once istanbul fiber olmayan noktalari fiberleyin milleti kandirmayin
1,bende fiberledim
0,kimse inanmasin turk turk telekom yalanci dolandirici kullanilmayan internet hattina para almasini biliyor ipneler aydir nakil yaptiramiyorym yavsaklaraa
0,hayallerrr paris gercekler
0,rrospu cocuklari
1,nice telofon hastalari
0,sehrin gobeginde kilisinde telefon cekmiyor bide reklam yapiyonuz fiberliyomus tehh
0,ne fiber cekim sifir
0,sebeke yukseltin
0,daha canakkale merkezdrki evde cekmiyor siz fiber diyorsunuz kalsn gibrr ilk sinyalleri ayarlayin
0,cebi birakin once internetini halledin parasi alip hizmet veriyosunuz
0,taahhut bitsin ben fiberlicem
1,sehir ici iyide yolda cekmiyo birde koylerde
0,yalova merkez mah kadikoy fiber hat yok internet yavas para ayni para nasi olcak millet ucuyo biz zor yuruyoz
1,konu hakkinda sizinle iletisime gecebilmemiz icin cep telefonu numaranizi facebook mesaj iletmenizi rica ederiz
0,fiber diye bisey yok yalan telefon internet cekmiyor
1,hangi hizmetimiz icin telefon internet cep telefonu destek almak istediginizi belirtebilir misiniz
1,merhaba talebiniz bize ulasmistir kisa surede sizinle iletisime gececegiz
0,normal internet kullanmaya devam
0,insallah cozum bulursunuz biz rahatlariz
1,merhaba talebiniz bize ulasmistir kisa surede sizinle iletisime gececegiz
0,mersin huzurkent evin icinde cekmiyor anda mudanyada isiklar mah cekmiyor birde kendi paranla rezil olmak diye buna denir bence
0,hayatnz yalan
0,turktelekom internetti yavas bazen kopukluklar yasiyorum ilgi gostermenizi talebinde bulunuyorum internetiniz yavas
0,samsunun orta yerinde ust katta oturmama ragmen cekmiyor kaldiki fibermis normal internete bile daha merkezde fiber yok fiber diye isde surekli reklam kime fiber merak ediyorum
0,allah rizasi icin fiberlemeyin sadece sabit telefonlar internetimiz calissin hiz miz istemiyoruz megabite bile raziyiz yeterki internet olsun kendinizi yormayin zira aydir olan internette coktu
0,turk telekom geciyorum hizmet kalitesini konusmaya degmez bile ama avea vardi elimizde kor topal idare ediyorduk simdi onuda berbad edecekler yanarim yanarim buna yanarim
0,avea interneti kesinlikle ama kesinlikle berbat tahahhutum bitince hemen degistirecegim istanbul kartal oturuyorum evim katta dogru duzgun cekmiyor
0,denecek kadar internet ttn
0,turk telekom sizin bana yardimci olabileceginize artik inanmiyorum sayisini ben bile hatirlamiyorum biraktigim sikayet kayitlarinin hala bana nasil yardimci olabiliriz diyorsunuz israrla teknik ekibinizin vermis oldugu beyan kesinlikle dogru olmadigini yanlistir diyorum ama karsimda muhatap kimse yok siz sekilde fiberliyorsunuz
0,tarsus kirklarsirti mahallesinde dediginiz hizmeti birak mbit internet goruyoruz birakin artik apartmanlarida mustakil evlere biraz destek verin adam apartmanda mbit internete veriyor ben mbit internete veriyorum adalet cercevesinde verdiginiz hizmet soygundur muhatabimiz yok malesef anca reklam yapiyorsunuz baska bisey yok hizmet sifir hizmet istiyoruz artik tarsus kirklarsirti mallesine hizmeeeeettt
0,bukadar sacma reklam daha gormedim milletin icine bisey kacmis gibi oyle para veriyorsunuz madem adam gibi reklam yapin
1,bildiriminiz ilgili sizinle gorusmek detayli inceleme yapabilmek icin iletisim bilgilerinizi mesaj bolumunden iletmenizi rica ederiz tesekkurler
1,merhaba iletisim bilgilerinizi sayfanin ust kisminda bulunan mesaj bolumunden iletmeniz durumunda konu hakkinda inceleme yaparak size geri donus yapmak isteriz tesekkurler
0,hayatiniz yalan fiber her yerde yok ken cepte fiber nasil sacma tabir
0,sakarya hendek kyk yurdunda avea sifir hic cekmiyor
0,hasan topcu kardesim hep palavra satiyorlar ikisene bagliyorlar nasrettin hocanin hesabi tavugun suyununun suyu hesabi cozum yok ama faturaya gelince nakit odemessen gecikme faizizi
1,bize ulasan talebinizle ilgili kisa surede sizinle iletisime gececegiz
1,numarami yazdim cozum urettikten sonra arayin yoksa ben sizden hikaye dinledim
1,merhaba internet kullanim miktari baglanti yaptiginiz sureye gore hesaplanmamakta baglanti esnasinda goruntulediginiz yuklediginiz iceriklerin boyutuna gore belirlenmektedir
1,merhaba konu hakkinda sizinle iletisime gecebilmemiz icin cep telefonu numaranizi facebook mesaj iletmenizi rica ederiz
1,fiber gucu teknoloji yukseltti
0,o fiberliyorz reklamna harcadgnz parayi cekim gucune harcasaydnz reklamsz iyi fiberlerdiniz
0,fiber geliyor diyorlar aydir ttnet uzerinden aldigimiz telefonu calisiyorum musteri temsilcileri yapi calismasi var diyor baska bisey demiyor ama faturaya gelince catir catir aliyorlar kesinlesmis hakkimi helal etmiyorum sorumlulari allaha havale ediyorum
0,fiber alakasi yok direk millete aci biber eziyeti gibi
0,beceremediniz daha hadi hayirlisi
0,fiber gucun sende kalsin normal olarak cek yeter bize
1,mrb beslenme danismaniyim herbalife kilo kontrolu yapiyoruz kisiye gore program uyguluyoruz kilo almak veya vermek isteyenler bana ulasin saygilar
0,mugla dagpinar koyunde asla cekmeyen telefonu siz diyorsunuz heryerde fiberliyoruz birakin insalari kandirmayi
1,merhaba cep telefonu numaranizi mesaj iletmeniz durumunda konu hakkinda gerekli incelemeler yapilarak kisa sure icerisinde tarafiniza bilgi verilecektir
1,merhaba bize ulasan talebinizle ilgili kisa surede sizinle iletisime gececegiz
0,a onlarin hic cekmiyor serefsizler
0,bu guc neden bize ulasmiyo yildir ttnet uyesiyim son ayi soylicem azi yakin ariza kaydim var hala duzelmiyen internetim var herseferinde halletik deyip calismayan internet herseferinde tamam oldu hafta calisan internet aradimizdada hakaret edilen cagri merkezi evet parasini oduyom dunyanin pahali internetini kullaniyorum diyemicem kullanamiyorum kullanamadim internetin heray kotasi dolar onuda hala cozmus deyilim evet guzel hizmet diyemiyorum hizmeti alamadim icin saygilarimla guzel ulkemin turk telekomu saygilarimla
0,nasi fiberlemekse artik fiber kablo turudur insanlari kandirmayin eve geldim saat boyunca hatlar kesikti ailemden kimseyi ariyamadim bune yaa
1,merhaba cep telefonu numaranizi mesaj iletmeniz durumunda konu hakkinda gerekli incelemeler yapilarak kisa sure icerisinde tarafiniza bilgi verilecektir
1,bayildim
0,metre kablo doseyip ilde fiberimiz var diyosunuz sonra hicbir mahalle koy kasabada megabitin uzerine cikamiyosunuz allah belanizi versin sizin gibi sirketin
0,dunyanin kotu ucuz reklami
0,de hadi gidin isinize her dediginiz yalan tane hattim kurum hatti oldugu icin kullaniyorum yoksa dakika durmam carsaf carsaf hat ucretsiz yaziyorsunuz yetkili bayiniz ucret aliyor musteri hizmetlerinizin aciklamasi hepten fiyasko serbest piyasa ekonomisiymis kadar alcalmayin serbest piyasa yalan insanlari kandirma sucunu islemenizi hakli kilmaz
1,merhaba cep telefonu numaranizi mesaj iletmeniz durumunda konu hakkinda gerekli incelemeler yapilarak kisa sure icerisinde tarafiniza bilgi verilecektir
1,merhaba cep telefonu numaranizi mesaj iletmeniz durumunda konu hakkinda gerekli incelemeler yapilarak kisa sure icerisinde tarafiniza bilgi verilecektir
1,merhaba talebiniz bize ulasmistir kisa surede sizinle iletisime gececegiz
1,merhaba cep telefonu numaranizi mesaj iletmeniz durumunda konu hakkinda gerekli incelemeler yapilarak kisa sure icerisinde tarafiniza bilgi verilecektir
0,sen once yalin interneti verde kalsin fiberi yuh olsun turk telekoma musteri hezimetlerine
0,avrupanin sini turkiyede diye pazarlayam zihniyet gelismez
0,neyi fiberliyorsunuz istanbulun orta yerinde evimde sebeke cekmiyor
0,emirhan matematik hocani sikeyim kardesim
0,abi vazgecin fiberden yaw her gordugumde ayri yorum yapiyorum ttnet duzeltin gerisi onemli degil filan anca gecersiniz fiber siz
0,cocuklar napiyosunuz avea ttnet turk telekom markalari birlesiyo amcacim yani heryere fiber gucu geliyo hadi turk telekomla ber leeeeeeg abi napiyoruz fiberliyoruz beyler cebini fiberle evini fiberle tableti fiberle leptabi fiberle turk telekomda biseyler oluuyooo aaa nolduki simdi turk telekomla haydi tum cihazlar simdi herzaman heryerde fiber gucunde hazirmiyizz haydi hepberaber fiberliyoruz turk telekomla hersey birlesiyoooo yor fiber gucuyle herkes fiberliyooo ber yor noluyo hanim noluyo fiberliyo cevdet fiberliyo fiberliyo aydin fiberliyo mersin fiberliyo izmir fiberliyo rize fiberliyo ooo dursun abi fiberlemissun bizde kat fiberliyuk daaa avea ttnet turk telekom markalari birlesiyor kadir timar birlesmeden fiber gucu doguyor tek telekom turk telekom benimki niye olmuyo turk telekom degildir babaciiigimm turk telekomla hersey birlesiyoooor fiber gucuyle herkes fiberliyooor ooo sendemi sneijder taabiki bende fiberliyor tek telekom turk telekom yalan reklam yapanlar utansin
0,gercekten cekmiyor okulda sinifta zaten telefon cekneyince internet hic cekmiyor daha caismaniz lazim
1,merhaba bildiriminiz ilgili sizinle gorusmek detayli inceleme yapabilmek icin iletisim bilgilerinizi mesaj bolumunden iletmenizi rica ederiz tesekkurler
0,turk telekom calisanlarina yeterli maas vermiyor yeter arkadasin babasi konya telekom mudurlugunden calisiyor cocuk paramiz yok diye yirtik ayakkabilarla yirtik ceketlerle okula geliyor siz fiberinden bahsediyorsunuz maaslari civarinda arttirilmasini arz ederim
1,merhaba iletisim bilgilerinizi sayfanin ust kisminda bulunan mesaj bolumunden iletmeniz durumunda konu hakkinda inceleme yaparak size geri donus yapmak isteriz tesekkurler
1,merhaba konu hakkinda sizinle iletisime gecebilmemiz icin cep telefonu numaranizi facebook mesaj iletmenizi rica ederiz
1,konyanin cumra ilcesinde guvercinlik mah okulumuzda tlfnumun internetini kullanamiyorum cunku cekmiyor nasil fiber reklamlari izledigimde guluyorum butun ogretmenler hat degistirmis banada degistir kullanamazsin diyorlar ama ben henuz karar vermedim
0,denizli merkez bile internet cekmiyor telefonun cekmesi icin canak anten ayarlar gibi cektigi yeri bulmaya calisiyoz yuh ben kendi numarami tasidim sira diger numaram
0,la komik olmayin evde iyi baglandikda cebi kaldi
1,merhaba talebiniz bize ulasmistir kisa surede sizinle iletisime gececegiz
1,guzel gercekten hizli
1,o fiber evime gelsin ben raziyim cebime gelmesin
0,merhaba iletisim bilgilerinizi sayfanin ust kisminda bulunan mesaj bolumunden iletmeniz durumunda konu hakkinda inceleme yaparak size geri donus yapmak isteriz tesekkurler
1,merhaba talebiniz bize ulasmistir kisa surede sizinle iletisime gececegiz
0,hala net gelmedi gundur tik yok
1,merhaba cep telefonu numaranizi mesaj iletmeniz durumunda konu hakkinda gerekli incelemeler yapilarak kisa sure icerisinde tarafiniza bilgi verilecektir
0,herkezi biraz ttnet burnunu surtmeye davet ediyorum birilik hafta herkez internetini kapattirsin bakalim kimin sozu geciyor
1,merhaba fibernet dunyadaki gelismis internet teknolojisini kullanarak hiper hizli interneti fiber kablolarla evinize veya binaniza kadar getirir
0,turk telekom bana donmediniz daha
1,merhaba iletisim bilgilerinizi sayfanin ust kisminda bulunan mesaj bolumunden iletmeniz durumunda konu hakkinda inceleme yaparak size geri donus yapmak isteriz tesekkurler
0,bende vadofon evea gectim ama hic sekilde memnun deilim vatandasi kandirip duruyonuz kisa zamanda vadofona gecis yapcam
0,hep milleti kandiriyorlar fiberi hic cekmiyor ancak wifiden neti cekiyoruz
0,sehir merkezinde bile cekimiyo hiza bak
0,ben avea kullaniyordum ancak turk telekom gectikten sonra calistigim koyde cekmemeye basladi mesaj cagri internet hicbir sekilde hizmet alamiyorum musteri temsilcileriyle gorustum ama kimse ilgilenmedi vodafona gececegim ins aslinda tarifemden memnnundum ama sirf lgisizlikten dolayi gececegim
0,aveativibucep uye etti musteri temsilcisi fakat uygula kullanilmiyor demedi yapin artik guncellemeyi
0,gordugum komik dalga gecilesi zekadan yoksun reklam
0,ttnet internet asla evinize baglatmayin pisman olursunuz
0,yildir daire internet icin alt yapi bekliyor rica ediyorum iletisim icin telefon istemeyiniz defa telefon adres vermekten biktik
0,her yorumun altina copy paste cevap yazmakla olmaz isler turk telekom cozum istiyoruz vaadettiginiz gibi hizmet istiyoruz lutfen mobil internette rezillige son verin
